D22,Nevos melanocíticos,–,–,–,–,–,–,1,–,–,–,–,–
D23,Outras neoplasias benignas da pele,–,–,–,–,–,–,–,–,–,–,–,–
D24,Neoplasia benigna da mama,–,–,–,–,–,–,–,–,–,–,–,–
D25,Leiomioma do útero,–,1,–,–,–,1,–,–,1,1,–,–
D26,Outras neoplasias benignas do útero,–,–,–,–,–,–,–,–,–,–,–,–
D27,Neoplasia benigna do ovário,–,–,–,–,–,–,–,–,–,–,–,–
D28 Neoplasia benigna de outros órgãos genitais femininos e de ór,,–,–,–,–,–,–,–,–,1,–,–,–
D29 Neoplasia benigna dos órgãos genitais masculinos,,–,–,–,–,–,–,–,–,–,–,–,–
D30 Neoplasia benigna dos órgãos urinários,,–,–,–,–,–,–,–,–,–,–,–,–
D31 Neoplasia benigna do olho e anexos,,–,–,–,–,–,–,–,–,–,–,–,–
D32 Neoplasia benigna das meninges,,–,–,–,–,1,–,–,–,–,–,–,–
D33 Neoplasia benigna do encéfalo e de outras partes do sistema n,,–,–,–,–,–,–,1,–,–,–,–,–
D34 Neoplasia benigna da glândula tireóide,,–,–,–,–,–,–,–,–,–,–,–,–
D35 Neoplasia benigna de outras glândulas endócrinas e das não e,,–,1,–,–,–,–,–,–,–,–,–,–
D36 Neoplasia benigna de outras localizações e de localizações nã,,–,–,–,1,1,–,–,–,1,4,–,1
D37-D48 Neoplasias [tumores] de comportamento incerto ou desco,,1,1,4,2,2,–,2,2,–,2,4,1
D37 Neoplasia de comportamento incerto ou desconhecido da cavi,,–,–,–,–,–,–,–,–,–,–,–,–
D38 Neoplasia de comportamento incerto ou desconhecido do ouvi,,–,–,–,–,–,–,–,–,–,–,–,1
D39 Neoplasia de comportamento incerto ou desconhecido dos órg,,–,–,–,–,–,–,–,–,–,–,–,–
D40 Neoplasia de comportamento incerto ou desconhecido dos órg,,–,–,–,–,–,–,–,–,–,–,–,–
D41 Neoplasia de comportamento incerto ou desconhecido dos órg,,–,–,1,–,–,–,–,–,–,–,–,–
D42 Neoplasia de comportamento incerto ou desconhecido das me,,–,–,–,–,–,–,–,–,–,–,–,–
D43 Neoplasia de comportamento incerto ou desconhecido do encé,,–,–,–,–,–,–,–,–,–,–,–,–
D44 Neoplasia de comportamento incerto ou desconhecido das glâ,,–,–,–,–,–,–,–,–,–,–,–,–
D45 Policitemia vera,,–,–,–,–,–,–,–,–,–,–,–,–
D46 Síndromes mielodisplásicas,,1,1,3,2,2,–,1,2,–,1,1,–
D47 Outras neoplasias de comportamento incerto ou desconhecido,,–,–,–,–,–,–,–,–,–,–,–,–
D48 Neoplasia de comportamento incerto ou desconhecido de outr,,–,–,–,–,–,–,1,–,–,1,3,–
Capítulo III: Doenças do sangue e dos órgãos hematopoéticos e alg,,10,7,14,15,7,9,13,13,8,14,10,6
D50-D53 Anemias nutricionais,,–,–,–,1,–,–,1,1,–,–,1,–
D50 Anemia por deficiência de ferro,,–,–,–,1,–,–,1,1,–,–,–,–
D51 Anemia por deficiência de vitamina B12,,–,–,–,–,–,–,–,–,–,–,–,–
D52 Anemia por deficiência de folato,,–,–,–,–,–,–,–,–,–,–,1,–
D53 Outras anemias nutricionais,,–,–,–,–,–,–,–,–,–,–,–,–
D55-D59 Anemias hemolíticas,,–,–,–,–,–,–,–,–,–,–,–,–
D55 Anemia devida a transtornos enzimáticos,,–,–,–,–,–,–,–,–,–,–,–,–
D56 Talassemia,,–,–,–,–,–,–,–,–,–,–,–,–
D57 Transtornos falciformes,,–,–,–,–,–,–,–,–,–,–,–,–
D58 Outras anemias hemolíticas hereditárias,,–,–,–,–,–,–,–,–,–,–,–,–
D59 Anemia hemolítica adquirida,,–,–,–,–,–,–,–,–,–,–,–,–
D60-D64 Anemias aplásticas e outras anemias,,2,–,3,2,1,1,1,2,–,3,–,–
"D60 Aplasia pura da série vermelha, adquirida [eritroblastopenia]",,–,–,–,–,1,–,–,–,–,–,–,–
D61 Outras anemias aplásticas,,2,–,3,2,–,1,1,2,–,2,–,–
D62 Anemia aguda pós-hemorrágica,,–,–,–,–,–,–,–,–,–,–,–,–
D63* Anemia em doenças crônicas classificadas em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
D64 Outras anemias,,–,–,–,–,–,–,–,–,–,1,–,–
"D65-D69 Defeitos da coagulação, púrpura e outras afecções hemor",,8,4,6,6,4,2,7,7,5,5,3,2
D65 Coagulação intravascular disseminada [síndrome de desfibrina,,–,–,–,–,–,–,–,–,–,–,–,–
D66 Deficiência hereditária do fator VIII,,–,–,–,–,–,–,–,–,–,–,–,–
D67 Deficiência hereditária do fator IX,,–,–,–,–,–,–,–,–,–,–,–,–
D68 Outros defeitos da coagulação,,–,–,–,–,–,–,–,1,1,–,1,–
D69 Púrpura e outras afecções hemorrágicas,,8,4,6,6,4,2,7,6,4,5,2,2
D70-D77 Outras doenças do sangue e dos órgãos hematopoéticos,,–,3,5,6,2,5,4,3,3,6,6,4
D70 Agranulocitose,,–,3,3,2,1,1,2,1,1,4,3,1
D71 Transtornos funcionais dos neutrófilos polimorfonucleares,,–,–,–,1,–,–,–,–,–,–,–,–
D72 Outros transtornos dos glóbulos brancos,,–,–,1,2,–,4,1,2,2,1,–,2
D73 Doenças do baço,,–,–,–,1,1,–,1,–,–,1,1,–
D74 Metemoglobinemia,,–,–,–,–,–,–,–,–,–,–,–,–
D75 Outras doenças do sangue e dos órgãos hematopoéticos,,–,–,1,–,–,–,–,–,–,–,2,–
D76 Algumas doenças que envolvem o tecido linforreticular e o sist,,–,–,–,–,–,–,–,–,–,–,–,1
D77* Outros transtornos do sangue e dos órgãos hematopoéticos em,,–,–,–,–,–,–,–,–,–,–,–,–
D80-D89 Alguns transtornos que comprometem o mecanismo imun,,–,–,–,–,–,1,–,–,–,–,–,–
D80 Imunodeficiência com predominância de defeitos de anticorpos,,–,–,–,–,–,–,–,–,–,–,–,–
D81 Deficiências imunitárias combinadas,,–,–,–,–,–,–,–,–,–,–,–,–
"D82 Imunodeficiência associada com outros defeitos ""major""",,–,–,–,–,–,–,–,–,–,–,–,–
D83 Imunodeficiência comum variável,,–,–,–,–,–,–,–,–,–,–,–,–
D84 Outras imunodeficiências,,–,–,–,–,–,–,–,–,–,–,–,–
D86 Sarcoidose,,–,–,–,–,–,1,–,–,–,–,–,–
D89 Outros transtornos que comprometem o mecanismo imunitário,,–,–,–,–,–,–,–,–,–,–,–,–
"Capítulo IV: Doenças endócrinas, nutricionais e metabólicas (E00-E9",,8,4,10,3,7,3,7,7,28,29,22,21
E00-E07 Transtornos da glândula tireóide,,1,2,6,1,1,–,1,2,2,1,–,2
E00 Síndrome de deficiência congênita de iodo,,–,–,–,–,–,–,–,–,–,–,–,–
"E01 Transtornos tireoidianos e afecções associadas, relacionados",,–,–,–,–,–,–,–,–,–,–,–,–
E02 Hipotireoidismo subclínico por deficiência de iodo,,–,–,–,–,–,–,–,–,–,–,–,–
E03 Outros hipotireoidismos,,1,2,5,1,1,–,1,2,2,1,–,2
E04 Outros bócios não-tóxicos,,–,–,–,–,–,–,–,–,–,–,–,–
E05 Tireotoxicose [hipertireoidismo],,–,–,1,–,–,–,–,–,–,–,–,–
E06 Tireoidite,,–,–,–,–,–,–,–,–,–,–,–,–
E07 Outros transtornos da tireóide,,–,–,–,–,–,–,–,–,–,–,–,–
E10-E14 Diabetes mellitus,,6,2,4,2,5,3,6,5,26,28,22,19
E10 Diabetes mellitus insulino-dependente,,5,2,3,1,3,1,4,4,17,14,12,8
E11 Diabetes mellitus não-insulino-dependente,,1,–,1,1,2,2,2,1,9,14,10,11
E12 Diabetes mellitus relacionado com a desnutrição,,–,–,–,–,–,–,–,–,–,–,–,–
E13 Outros tipos especificados de diabetes mellitus,,–,–,–,–,–,–,–,–,–,–,–,–
E14 Diabetes mellitus não especificado,,–,–,–,–,–,–,–,–,–,–,–,–
E15-E16 Outros transtornos da regulação da glicose e da secreção,,–,–,–,–,–,–,–,–,–,–,–,–
E15 Coma hipoglicêmico não-diabético,,–,–,–,–,–,–,–,–,–,–,–,–
E16 Outros transtornos da secreção pancreática interna,,–,–,–,–,–,–,–,–,–,–,–,–
E20-E35 Transtornos de outras glândulas endócrinas,,–,–,–,–,–,–,–,–,–,–,–,–
E20 Hipoparatireoidismo,,–,–,–,–,–,–,–,–,–,–,–,–
E21 Hiperparatireoidismo e outros transtornos da glândula paratireó,,–,–,–,–,–,–,–,–,–,–,–,–
E22 Hiperfunção da hipófise,,–,–,–,–,–,–,–,–,–,–,–,–
E23 Hipofunção e outros transtornos da hipófise,,–,–,–,–,–,–,–,–,–,–,–,–
E24 Síndrome de Cushing,,–,–,–,–,–,–,–,–,–,–,–,–
E25 Transtornos adrenogenitais,,–,–,–,–,–,–,–,–,–,–,–,–
E26 Hiperaldosteronismo,,–,–,–,–,–,–,–,–,–,–,–,–
E27 Outros transtornos da glândula supra-renal,,–,–,–,–,–,–,–,–,–,–,–,–
E28 Disfunção ovariana,,–,–,–,–,–,–,–,–,–,–,–,–
E29 Disfunção testicular,,–,–,–,–,–,–,–,–,–,–,–,–
E30 Transtornos da puberdade não classificados em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
E31 Disfunção poliglandular,,–,–,–,–,–,–,–,–,–,–,–,–
E32 Doenças do timo,,–,–,–,–,–,–,–,–,–,–,–,–
E34 Outros transtornos endócrinos,,–,–,–,–,–,–,–,–,–,–,–,–
E35* Transtornos das glândulas endócrinas em doenças classificada,,–,–,–,–,–,–,–,–,–,–,–,–
E40-E46 Desnutrição,,–,–,–,–,1,–,–,–,–,–,–,–
E40 Kwashiorkor,,–,–,–,–,–,–,–,–,–,–,–,–
E41 Marasmo nutricional,,–,–,–,–,–,–,–,–,–,–,–,–
E42 Kwashiorkor marasmático,,–,–,–,–,–,–,–,–,–,–,–,–
E43 Desnutrição protéico-calórica grave não especificada,,–,–,–,–,–,–,–,–,–,–,–,–
E44 Desnutrição protéico-calórica de graus moderado e leve,,–,–,–,–,1,–,–,–,–,–,–,–
E45 Atraso do desenvolvimento devido à desnutrição protéico-caló,,–,–,–,–,–,–,–,–,–,–,–,–
E46 Desnutrição protéico-calórica não especificada,,–,–,–,–,–,–,–,–,–,–,–,–
E50-E64 Outras deficiências nutricionais,,–,–,–,–,–,–,–,–,–,–,–,–
E50 Deficiência de vitamina A,,–,–,–,–,–,–,–,–,–,–,–,–
E51 Deficiência de tiamina,,–,–,–,–,–,–,–,–,–,–,–,–
E52 Deficiência de niacina [pelagra],,–,–,–,–,–,–,–,–,–,–,–,–
E53 Deficiência de outras vitaminas do grupo B,,–,–,–,–,–,–,–,–,–,–,–,–
E54 Deficiência de ácido ascórbico,,–,–,–,–,–,–,–,–,–,–,–,–
E55 Deficiência de vitamina D,,–,–,–,–,–,–,–,–,–,–,–,–
E56 Outras deficiências vitamínicas,,–,–,–,–,–,–,–,–,–,–,–,–
E58 Deficiência de cálcio da dieta,,–,–,–,–,–,–,–,–,–,–,–,–
E59 Deficiência de selênio da dieta,,–,–,–,–,–,–,–,–,–,–,–,–
E60 Deficiência de zinco da dieta,,–,–,–,–,–,–,–,–,–,–,–,–
E61 Deficiência de outros elementos nutrientes,,–,–,–,–,–,–,–,–,–,–,–,–
E63 Outras deficiências nutricionais,,–,–,–,–,–,–,–,–,–,–,–,–
E64 Seqüelas de desnutrição e de outras deficiências nutricionais,,–,–,–,–,–,–,–,–,–,–,–,–
E65-E68 Obesidade e outras formas de hiperalimentação,,–,–,–,–,–,–,–,–,–,–,–,–
E65 Adiposidade localizada,,–,–,–,–,–,–,–,–,–,–,–,–
E66 Obesidade,,–,–,–,–,–,–,–,–,–,–,–,–
E67 Outras formas de hiperalimentação,,–,–,–,–,–,–,–,–,–,–,–,–
E68 Seqüelas de hiperalimentação,,–,–,–,–,–,–,–,–,–,–,–,–
E70-E90 Distúrbios metabólicos,,1,–,–,–,–,–,–,–,–,–,–,–
E70 Distúrbios do metabolismo de aminoácidos aromáticos,,–,–,–,–,–,–,–,–,–,–,–,–
E71 Distúrbios do metabolismo de aminoácidos de cadeia ramificad,,–,–,–,–,–,–,–,–,–,–,–,–
E72 Outros distúrbios do metabolismo de aminoácidos,,–,–,–,–,–,–,–,–,–,–,–,–
E73 Intolerância à lactose,,–,–,–,–,–,–,–,–,–,–,–,–
E74 Outros distúrbios do metabolismo de carboidratos,,–,–,–,–,–,–,–,–,–,–,–,–
E75 Distúrbios do metabolismo de esfingolípides e outros distúrbios,,–,–,–,–,–,–,–,–,–,–,–,–
E76 Distúrbios do metabolismo do glicosaminoglicano,,–,–,–,–,–,–,–,–,–,–,–,–
E77 Distúrbios do metabolismo de glicoproteínas,,–,–,–,–,–,–,–,–,–,–,–,–
E78 Distúrbios do metabolismo de lipoproteínas e outras lipidemias,,–,–,–,–,–,–,–,–,–,–,–,–
E79 Distúrbios do metabolismo de purina e pirimidina,,–,–,–,–,–,–,–,–,–,–,–,–
E80 Distúrbios do metabolismo da porfirina e da bilirrubina,,–,–,–,–,–,–,–,–,–,–,–,–
E83 Distúrbios do metabolismo de minerais,,–,–,–,–,–,–,–,–,–,–,–,–
E84 Fibrose cística,,1,–,–,–,–,–,–,–,–,–,–,–
E85 Amiloidose,,–,–,–,–,–,–,–,–,–,–,–,–
E86 Depleção de volume,,–,–,–,–,–,–,–,–,–,–,–,–
E87 Outros transtornos do equilíbrio hidroeletrolítico e ácido-básico,,–,–,–,–,–,–,–,–,–,–,–,–
E88 Outros distúrbios metabólicos,,–,–,–,–,–,–,–,–,–,–,–,–
"E89 Transtornos endócrinos e metabólicos pós-procedimentos, não",,–,–,–,–,–,–,–,–,–,–,–,–
E90* Transtornos nutricionais e metabólicos em doenças classificad,,–,–,–,–,–,–,–,–,–,–,–,–
Capítulo V: Transtornos mentais e comportamentais (F00-F99),,689,665,774,832,823,814,807,782,1.756,1.959,1.575,1.342
"F00-F09 Transtornos mentais orgânicos, inclusive os sintomáticos",,18,24,24,22,26,16,22,9,15,17,18,18
F00* Demência na doença de Alzheimer (G30.-†),,–,–,–,–,–,–,–,–,–,–,–,–
F01 Demência vascular,,–,–,–,–,–,–,–,–,–,–,–,–
F02* Demência em outras doenças classificadas em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
F03 Demência não especificada,,–,–,–,–,–,–,–,–,–,–,–,–
F04 Síndrome amnésica orgânica não induzida pelo álcool ou por o,,–,1,–,–,–,–,–,–,–,–,–,–
F05 Delírium não induzido pelo álcool ou por outras substâncias ps,,–,–,–,–,–,–,–,–,–,–,–,–
F06 Outros transtornos mentais devidos a lesão e disfunção cerebr,,15,18,16,16,21,12,13,6,10,11,14,12
F07 Transtornos de personalidade e do comportamento devidos a d,,3,3,7,3,4,4,7,3,3,6,3,4
F09 Transtorno mental orgânico ou sintomático não especificado,,–,2,1,3,1,–,2,–,2,–,1,2
F10-F19 Transtornos mentais e comportamentais devidos ao uso d,,20,29,21,32,28,28,23,27,116,115,95,86
F10 Transtornos mentais e comportamentais devidos ao uso de álc,,18,26,18,23,24,23,19,20,66,60,49,43
F11 Transtornos mentais e comportamentais devidos ao uso de op,,–,–,–,–,–,1,–,–,2,–,2,–
F12 Transtornos mentais e comportamentais devidos ao uso de ca,,–,–,–,–,–,1,–,–,–,1,1,2
F13 Transtornos mentais e comportamentais devidos ao uso de se,,1,–,–,–,–,–,–,–,–,–,–,1
F14 Transtornos mentais e comportamentais devidos ao uso da co,,–,–,1,2,2,–,2,1,13,8,13,9
F15 Transtornos mentais e comportamentais devidos ao uso de ou,,–,–,–,–,–,–,–,–,–,–,–,–
F16 Transtornos mentais e comportamentais devidos ao uso de alu,,–,–,–,–,–,–,–,–,–,–,1,1
F17 Transtornos mentais e comportamentais devidos ao uso de fum,,–,–,–,–,–,–,–,–,–,–,1,–
F18 Transtornos mentais e comportamentais devidos ao uso de so,,–,–,–,–,–,–,–,–,–,–,1,–
F19 Transtornos mentais e comportamentais devidos ao uso de mú,,1,3,2,7,2,3,2,6,35,46,27,30
"F20-F29 Esquizofrenia, transtornos esquizotípicos e transtornos de",,5,17,3,9,11,13,15,18,67,64,71,47
F20,Esquizofrenia,1,4,1,3,3,2,1,7,21,23,29,20
F21,Transtorno esquizotípico,–,–,–,–,–,–,–,–,3,–,1,1
F22,Transtornos delirantes persistentes,–,–,1,–,1,1,1,–,5,5,5,2
F23,Transtornos psicóticos agudos e transitórios,1,4,–,3,2,6,4,4,11,13,14,5
F24,Transtorno delirante induzido,–,–,–,–,1,–,–,–,–,–,–,–
F25,Transtornos esquizoafetivos,–,3,–,1,–,1,3,1,4,3,5,3
F28,Outros transtornos psicóticos não-orgânicos,–,1,–,–,–,1,1,–,–,–,1,2
F29,Psicose não-orgânica não especificada,3,5,1,2,4,2,5,6,23,20,16,14
F30-F39,Transtornos do humor [afetivos],297,326,373,399,390,396,389,361,921,1.076,8 13,662
F30,Episódio maníaco,–,–,–,–,–,–,–,–,–,1,1,1
F31,Transtorno afetivo bipolar,5,6,8,11,11,14,9,11,61,93,66,51
F32,Episódios depressivos,2 70,292,341,356,350,327,343,303,689,762,595,489
F33,Transtorno depressivo recorrente,2 0,23,22,30,26,51,33,44,163,204,141,115
F34,Transtornos de humor [afetivos] persistentes,1,4,2,1,2,3,3,2,5,12,7,4
F38,Outros transtornos do humor [afetivos],–,1,–,–,1,1,–,–,–,3,–,2
F39,Transtorno do humor [afetivo] não especificado,1,–,–,1,–,–,1,1,3,1,3,–
F40-F48,"Transtornos neuróticos, transtornos relacionados com o """,349,267,351,370,368,359,358,367,634,685,573,528
F40,Transtornos fóbico-ansiosos,1,7,11,6,5,5,7,14,23,18,18,14
F41,Outros transtornos ansiosos,5 1,37,51,70,84,87,87,93,250,286,222,199
F42,Transtorno obsessivo-compulsivo,–,–,1,2,1,–,–,–,4,10,4,3
F43,"Reações ao ""stress"" grave e transtornos de adaptação",2 92,221,283,291,274,263,259,255,348,364,320,304
F44,Transtornos dissociativos [de conversão],4,1,2,–,–,2,2,–,6,5,4,8
F45,Transtornos somatoformes,–,–,–,–,–,1,–,1,–,–,–,–
F48,Outros transtornos neuróticos,1,1,3,1,4,1,3,4,3,2,5,–
F50-F59,Síndromes comportamentais associadas a disfunções fisio,–,–,1,–,–,–,–,–,1,–,1,–
F50,Transtornos da alimentação,–,–,–,–,–,–,–,–,–,–,1,–
F51,Transtornos não-orgânicos do sono devidos a fatores emocion,–,–,–,–,–,–,–,–,–,–,–,–
F52,"Disfunção sexual, não causada por transtorno ou doença orgâ",–,–,–,–,–,–,–,–,–,–,–,–
F53,Transtornos mentais e comportamentais associados ao puerpé,–,–,–,–,–,–,–,–,–,–,–,–
F54,Fatores psicológicos ou comportamentais associados a doença,–,–,1,–,–,–,–,–,1,–,–,–
F55,Abuso de substâncias que não produzem dependência,–,–,–,–,–,–,–,–,–,–,–,–
F59,Síndromes comportamentais associados a transtornos das fun,–,–,–,–,–,–,–,–,–,–,–,–
F60-F69,Transtornos da personalidade e do comportamento do adu,–,2,–,–,–,2,–,–,2,2,4,1
F60,Transtornos específicos da personalidade,–,1,–,–,–,1,–,–,2,2,2,1
F61,Transtornos mistos da personalidade e outros transtornos da p,–,–,–,–,–,–,–,–,–,–,–,–
F62,Modificações duradouras da personalidade não atribuíveis a le,–,1,–,–,–,1,–,–,–,–,1,–
F63,Transtornos dos hábitos e dos impulsos,–,–,–,–,–,–,–,–,–,–,–,–
F64,Transtornos da identidade sexual,–,–,–,–,–,–,–,–,–,–,–,–
F65,Transtornos da preferência sexual,–,–,–,–,–,–,–,–,–,–,–,–
F66,Transtornos psicológicos e comportamentais associados ao de,–,–,–,–,–,–,–,–,–,–,–,–
F68,Outros transtornos da personalidade e do comportamento do a,–,–,–,–,–,–,–,–,–,–,1,–
F69,"Transtorno da personalidade e do comportamento do adulto, n",–,–,–,–,–,–,–,–,–,–,–,–
F70-F79,Retardo mental,–,–,–,–,–,–,–,–,–,–,–,–
F70,Retardo mental leve,–,–,–,–,–,–,–,–,–,–,–,–
F71,Retardo mental moderado,–,–,–,–,–,–,–,–,–,–,–,–
F72,Retardo mental grave,–,–,–,–,–,–,–,–,–,–,–,–
F73,Retardo mental profundo,–,–,–,–,–,–,–,–,–,–,–,–
F78,Outro retardo mental,–,–,–,–,–,–,–,–,–,–,–,–
F79,Retardo mental não especificado,–,–,–,–,–,–,–,–,–,–,–,–
F80-F89,Transtornos do desenvolvimento psicológico,–,–,–,–,–,–,–,–,–,–,–,–
F80,Transtornos específicos do desenvolvimento da fala e da lingu,–,–,–,–,–,–,–,–,–,–,–,–
F81,Transtornos específicos do desenvolvimento das habilidades e,–,–,–,–,–,–,–,–,–,–,–,–
F82,Transtorno específico do desenvolvimento motor,–,–,–,–,–,–,–,–,–,–,–,–
